관리번호,공원명,공원구분,소재지도로명주소,전화번호
28200-00149,갯골공원,근린공원,인천광역시 남동구 논현동 553-1일원,032-453-2850
28200-00150,사리울공원,근린공원,인천광역시 남동구 논현동 563-1,032-453-2850
28200-00151,도림1공원,어린이공원,인천광역시 남동구 도림동629-4,032-453-2850
28200-00152,주적공원,어린이공원,인천광역시 남동구 도림동 637-2,032-453-2850
28200-00153,장수천공원,어린이공원,인천광역시 남동구 장수동 806-2일원,032-453-2850
28200-00154,장수사거리공원,어린이공원,인천광역시 남동구 장수동 807-1일원,032-453-2850
28200-00155,오봉공원,근린공원,인천광역시 남동구 도림동 631,032-453-2850
28200-00156,서창공원,근린공원,인천광역시 남동구 서창동 558-1일원,032-453-2850
28200-00001,담방문화공원,근린공원,인천광역시 남동구 만수6동 1009일원,032-453-2850
28200-00002,공원촌공원,어린이공원,인천광역시 남동구 간석동 37-658,032-453-2850
28200-00003,푸른솔공원,어린이공원,인천광역시 남동구 논현동 642-3,032-453-2850
28200-00004,논현공원(논현2택지),어린이공원,인천광역시 남동구 논현동 634-4,032-453-2850
28200-00005,은봉공원,어린이공원,인천광역시 남동구 논현동 592-12,032-453-2850
28200-00006,산마루공원,어린이공원,인천광역시 남동구 논현동 595-17,032-453-2850
28200-00007,아랫말공원,어린이공원,인천광역시 남동구 논현동 601-2,032-453-2850
28200-00008,동녘공원,어린이공원,인천광역시 남동구 논현동 600-7,032-453-2850
28200-00009,방죽공원,어린이공원,인천광역시 남동구 논현동 599-5,032-453-2850
28200-00010,너른들공원,어린이공원,인천광역시 남동구 논현동 682-2,032-453-2850
28200-00011,소래공원,어린이공원,인천광역시 남동구 논현동 653,032-453-2850
28200-00012,갯마을공원,어린이공원,인천광역시 남동구 논현동 664-3,032-453-2850
28200-00013,오봉공원,어린이공원,인천광역시 남동구 논현동 590-47,032-453-2850
28200-00014,가온공원,어린이공원,인천광역시 남동구 논현동 586-1,032-453-2850
28200-00015,호암공원,어린이공원,인천광역시 남동구 논현동 583-1,032-453-2850
28200-00016,논현포대공원,근린공원,"인천광역시 남동구 논현동 578-1,648-1,644-1",032-453-2850
28200-00017,논현중앙공원,근린공원,"인천광역시 남동구 논현동 594-24, 605-13,611-7",032-453-2850
28200-00018,호구포공원,근린공원,인천광역시 남동구 남동구 논현2동 641-1,032-453-2850
28200-00019,도림이공원,어린이공원,인천광역시 남동구 도림동 648-2,032-453-2850
28200-00020,오재공원,어린이공원,인천광역시 남동구 도림동 656-3,032-453-2850
28200-00021,도림산공원,어린이공원,인천광역시 남동구 도림동 674-1,032-453-2850
28200-00022,남동문화공원,근린공원,인천광역시 남동구 구월4동 643-3,032-453-2850
28200-00023,아지랭이공원,어린이공원,인천광역시 남동구 간석동 37-662,032-453-2850
28200-00024,풍년길공원,어린이공원,인천광역시 남동구 간석동 37-264,032-453-2850
28200-00025,순박길공원,어린이공원,인천광역시 남동구 간석동 37-679,032-453-2850
28200-00026,동부초교1호,어린이공원,인천광역시 남동구 만수동 111-185,032-453-2850
28200-00027,동부초교2호,어린이공원,인천광역시 남동구 만수동 111-452,032-453-2850
28200-00028,모래마을1호,어린이공원,인천광역시 남동구 구월동 1304-25,032-453-2850
28200-00029,모래마을2호,어린이공원,인천광역시 남동구 구월동 349-231,032-453-2850
28200-00030,모래마을3호,어린이공원,인천광역시 남동구 구월동 349-654,032-453-2850
28200-00031,용광공원,어린이공원,인천광역시 남동구 간석동 33-4,032-453-2850
28200-00032,독점공원,어린이공원,인천광역시 남동구 구월동 1215-32일원,032-453-2850
28200-00033,화교공원,어린이공원,인천광역시 남동구 만수동 842-22,032-453-2850
28200-00034,박촌공원,어린이공원,인천광역시 남동구 만수동 810-3,032-453-2850
28200-00035,동부초교3호,어린이공원,인천광역시 남동구 만수동 111-218,032-453-2850
28200-00036,돌골공원,어린이공원,인천광역시 남동구 만수동822-31,032-453-2850
28200-00037,소촌공원,어린이공원,"인천광역시 남동구 남촌동308-1, -2",032-453-2850
28200-00038,하촌은행나무공원,어린이공원,인천광역시 남동구 남촌동 558-1,032-453-2850
28200-00039,신촌공원,어린이공원,인천광역시 남동구 만수동985,032-453-2850
28200-00040,만부1호공원,어린이공원,인천광역시 남동구 만수동 1-110,032-453-2850
28200-00041,만부2호공원,어린이공원,인천광역시 남동구 만수동 1-106,032-453-2850
28200-00042,비선거리공원,어린이공원,인천광역시 남동구 간석동746-11,032-453-2850
28200-00043,향촌소공원,소공원,인천광역시 남동구 만수동 1117-3,032-453-2850
28200-00044,하늘공원,어린이공원,인천광역시 남동구 간석동 939-5일원,032-453-2850
28200-00045,경신지구공원,어린이공원,인천광역시 남동구 수산동 72-8 일원,032-453-2850
28200-00046,도림1지구공원,어린이공원,인천광역시 남동구 도림동 104 일원,032-453-2850
28200-00047,꿈꾸는공원,어린이공원,인천광역시 남동구 논현동 765-4,032-453-2850
28200-00048,푸른공원,어린이공원,인천광역시 남동구 논현동 757-2,032-453-2850
28200-00049,섬꽃공원,어린이공원,인천광역시 남동구 논현동 773-4,032-453-2850
28200-00050,별빛공원,어린이공원,인천광역시 남동구 논현동 774-4,032-453-2850
28200-00051,물방울공원,어린이공원,인천광역시 남동구 논현동 755-5,032-453-2850
28200-00052,돌섬공원,어린이공원,인천광역시 남동구 논현동 749-5,032-453-2850
28200-00053,모험공원,어린이공원,인천광역시 남동구 논현동 740-3,032-453-2850
28200-00054,바람공원,어린이공원,인천광역시 남동구 논현동 739-5,032-453-2850
28200-00055,늘솔길공원,근린공원,인천광역시 남동구 논현동 738-8 일원,032-453-2850
28200-00056,한아름공원,근린공원,인천광역시 남동구 논현동 756-5 일원,032-453-2850
28200-00057,하늬공원,근린공원,인천광역시 남동구 논현동 755-7,032-453-2850
28200-00058,해오름공원,근린공원,인천광역시 남동구 논현동 763-2 일원,032-453-2850
28200-00059,양지말공원,소공원,인천광역시 남동구 간석동 224-713일원,032-453-2850
28200-00060,양계공원,어린이공원,인천광역시 남동구 구월동 1248-39,032-453-2850
28200-00061,한울공원,소공원,인천광역시 남동구 간석동 224-219일원,032-453-2850
28200-00062,고잔,어린이공원,인천광역시 남동구 고잔동 21-1,032-453-2850
28200-00063,나루공원,소공원,인천광역시 남동구 논현동 751-6,032-453-2850
28200-00064,간석2주택재개발1호공원,어린이공원,인천광역시 남동구 간석4동 606-19,032-453-2850
28200-00065,간석2주택재개발2호공원,어린이공원,인천광역시 남동구 간석4동 574-39,032-453-2850
28200-00066,간석성락아파트정비구역소공원,소공원,인천광역시 남동구 간석동 514,032-453-2850
28200-00067,풀무꼴소공원,소공원,인천광역시 남동구 간석동 320-7,032-453-2850
28200-00068,운연공원,어린이공원,인천광역시 남동구 운연동 144-5,032-453-2850
28200-00069,흰여울공원,어린이공원,인천광역시 남동구 서창동 637,032-453-2850
28200-00070,숲속공원,어린이공원,인천광역시 남동구 서창동 648,032-453-2850
28200-00071,누리공원,어린이공원,인천광역시 남동구 서창동 698,032-453-2850
28200-00072,오름공원,어린이공원,인천광역시 남동구 서창동 659,032-453-2850
28200-00073,하얀공원,어린이공원,인천광역시 남동구 서창동 716,032-453-2850
28200-00074,메아리공원,어린이공원,인천광역시 남동구 서창동 746,032-453-2850
28200-00075,장아산공원,근린공원,인천광역시 남동구 서창동 산29-42일원,032-453-2850
28200-00076,어울공원,근린공원,인천광역시 남동구 서창동 681,032-453-2850
28200-00077,물빛공원,근린공원,인천광역시 남동구 서창동 713,032-453-2850
28200-00078,갯골1호수변공원,수변공원,인천광역시 남동구 서창동 701,032-453-2850
28200-00079,물바람수변공원,수변공원,인천광역시 남동구 서창동 684,032-453-2850
28200-00080,갯골2호수변공원,수변공원,인천광역시 남동구 서창동 696,032-453-2850
28200-00081,갯골3호수변공원,수변공원,인천광역시 남동구 서창동 693,032-453-2850
28200-00082,주적체육공원,체육공원,인천광역시 남동구 남동구 도림동 413-1일원,032-453-2850
28200-00083,전재울공원,근린공원,인천광역시 남동구 구월1동 1501,032-453-2850
28200-00084,아시아드선수촌공원,근린공원,인천광역시 남동구 구월1동 1531,032-453-2850
28200-00085,찬우물공원,근린공원,인천광역시 남동구 구월1동 1522,032-453-2850
28200-00086,성리공원,어린이공원,인천광역시 남동구 구월1동 1495,032-453-2850
28200-00087,무지개공원,어린이공원,인천광역시 남동구 구월1동 1509,032-453-2850
28200-00088,구월공원,소공원,인천광역시 남동구 구월1동 1486-2,032-453-2850
28200-00089,석촌공원,근린공원,인천광역시 남동구 간석3동 산15-1,032-453-2850
28200-00090,네모공원,소공원,인천광역시 남동구 간석3동 60-2,032-453-2850
28200-00091,주원공원,어린이공원,인천광역시 남동구 간석동 574-39,032-453-2850
28200-00092,간석육교공원,어린이공원,인천광역시 남동구  간석4동 587-15,032-453-2850
28200-00093,벌터고개공원,어린이공원,인천광역시 남동구 간석동 606,032-453-2850
28200-00094,연락골공원,소공원,인천광역시 남동구 운연동 49,032-453-2850
41281-00001,소공원338,소공원,경기도 고양시 덕양구 고양동 527 일원,031-8075-5262
41281-00003,벽제,어린이공원,경기도 고양시 덕양구 고양동 1131,031-8075-5262
41281-00004,수변공원(고양2일단),수변공원,경기도 고양시 덕양구 고양동 1-5 일원,031-8075-4320
41281-00006,고양동,소공원,경기도 고양시 덕양구 고양동 270-31,031-8075-5262
41281-00007,고양,근린공원,경기도 고양시 덕양구 고양동 30,031-8075-4320
41281-00008,고양제1,어린이공원,경기도 고양시 덕양구 고양동 328,031-8075-5262
41281-00009,소공원337,소공원,경기도 고양시 덕양구 고양동 557 일원,031-8075-5262
41281-00010,벽제2,어린이공원,경기도 고양시 덕양구 고양동 729,031-8075-5262
41281-00014,관산,근린공원,경기도 고양시 덕양구 관산동산88-7번지 일원,031-8075-4320
41281-00017,내곡동섬말3,소공원,경기도 고양시 덕양구 내곡동 492-4 일원,031-8075-5262
41281-00018,내곡동섬말1,소공원,경기도 고양시 덕양구 내곡동 493-1 일원,031-8075-5262
41281-00019,내곡동섬말2,소공원,경기도 고양시 덕양구 내곡동 493-3 일원,031-8075-5262
41281-00021,대자1-1,소공원,경기도 고양시 덕양구 대자동 1004 일원,031-8075-5262
41281-00022,한오동2-3,소공원,경기도 고양시 덕양구 대자동 164-1 일원,031-8075-5262
41281-00023,한오동2-2,소공원,경기도 고양시 덕양구 대자동 168-34 일원,031-8075-5262
41281-00026,대자2,소공원,경기도 고양시 덕양구 대자동 919-1 일원,031-8075-5262
41281-00027,대자1-2,어린이공원,경기도 고양시 덕양구 대자동 978-5 일원,031-8075-5262
41281-00028,한오동2-1,소공원,경기도 고양시 덕양구 대자동 산123-2 일원,031-8075-5262
41281-00033,대덕2,어린이공원,경기도 고양시 덕양구 덕은동 157-2일원,031-8075-5262
41281-00034,덕은2,어린이공원,경기도 고양시 덕양구 덕은동 333-2 일원,031-8075-5262
41281-00035,덕은4,소공원,경기도 고양시 덕양구 덕은동 347-5 일원,031-8075-5262
41281-00036,덕은9(덕은지구),소공원,경기도 고양시 덕양구 덕은동 365 일원,031-8075-5262
41281-00037,덕은8(덕은지구),소공원,경기도 고양시 덕양구 덕은동 373-19 일원,031-8075-5262
41281-00038,덕은6(덕은지구),소공원,경기도 고양시 덕양구 덕은동 386-16 일원,031-8075-5262
41281-00039,덕은7(덕은지구),소공원,경기도 고양시 덕양구 덕은동 409-14 일원,031-8075-5262
41281-00040,덕은3,어린이공원,경기도 고양시 덕양구 덕은동 409-4 일원,031-8075-5262
41281-00041,덕은5(덕은지구),소공원,경기도 고양시 덕양구 덕은동 425-113 일원,031-8075-5262
41281-00042,덕은10(덕은지구),수변공원,경기도 고양시 덕양구 덕은동 520-4 일원,031-8075-4320
41281-00043,화전1,어린이공원,경기도 고양시 덕양구 덕은동 9-3 일원,031-8075-5262
41281-00045,원흥지구수변공원(도래울바람물),수변공원,경기도 고양시 덕양구 도내동 35-7 일원,031-8075-4320
41281-00046,원흥근린1(도래울석탄),근린공원,경기도 고양시 덕양구 도내동 380-14 일원(원흥보금자리),031-8075-4320
41281-00047,원흥근린2(도래울의장대),근린공원,경기도 고양시 덕양구 도내동 417-2 일원(원흥보금자리),031-8075-4320
41281-00048,어린이공원1(고운),어린이공원,경기도 고양시 덕양구 도내동 5-4 일원(원흥보금자리),031-8075-5262
41281-00049,어린이공원2(도담),어린이공원,경기도 고양시 덕양구 도내동 58-1 일원(원흥보금자리),031-8075-5262
41281-00051,중모루,소공원,경기도 고양시 덕양구 도내동 611-1 일원,031-8075-5262
41281-00053,방아골,소공원,경기도 고양시 덕양구 도내동 797-3 일원,031-8075-5262
41281-00054,원흥근린3(도래울의장대),근린공원,경기도 고양시 덕양구 도내동?48-1 일원(원흥보금자리),031-8075-4320
41281-00055,동산1,어린이공원,경기도 고양시 덕양구 동산동 188-19 일원,031-8075-5262
41281-00056,삼송어린이3(동산),어린이공원,경기도 고양시 덕양구 동산동 349,031-8075-5262
41281-00059,동산3,어린이공원,경기도 고양시 덕양구 동산동 56-14 일원,031-8075-5262
41281-00061,삼송근린4(동산꽃맞이/밥할머니),근린공원,경기도 고양시 덕양구 동산동 산36-1일원,031-8075-4320
41281-00062,공원(벽제목암지구),어린이공원,경기도 고양시 덕양구 벽제동 377 일원,031-8075-5262
41281-00063,공원(벽제목암지구),근린공원,경기도 고양시 덕양구 벽제동 78-3 일원,031-8075-4320
41281-00065,삼송소공원1,소공원,경기도 고양시 덕양구 삼송동 128-5일원,031-8075-5262
41281-00066,삼송근린3(세솔),근린공원,경기도 고양시 덕양구 삼송동 185-1일원,031-8075-4320
41281-00067,삼송어린이2(달걀부리),어린이공원,경기도 고양시 덕양구 삼송동 369,031-8075-5262
41281-00069,삼송3,어린이공원,경기도 고양시 덕양구 삼송동 64-38 일원,031-8075-5262
41281-00070,삼송소공원2,소공원,경기도 고양시 덕양구 삼송동 80-9일원,031-8075-5262
41281-00073,삼송근린2(덕수),근린공원,경기도 고양시 덕양구 삼송동288일원,031-8075-4320
41281-00075,불당골,소공원,경기도 고양시 덕양구 성사동 336-22 일원,031-8075-5262
41281-00077,문화예술,근린공원,경기도 고양시 덕양구 성사동 488-40 일원(원당재정비),031-8075-4320
41281-00079,주교 2,어린이공원,경기도 고양시 덕양구 성사동 705,031-8075-5262
41281-00080,성사 1(어울림),어린이공원,경기도 고양시 덕양구 성사동 728,031-8075-5262
41281-00081,성사 3(성라어린이),어린이공원,경기도 고양시 덕양구 성사동 729,031-8075-5262
41281-00082,성사 2(별모래),어린이공원,경기도 고양시 덕양구 성사동 735,031-8075-5262
41281-00083,원당2,소공원,경기도 고양시 덕양구 성사동 863,031-8075-5262
41281-00084,원당1,어린이공원,경기도 고양시 덕양구 성사동 865,031-8075-5262
41281-00085,주공1,어린이공원,경기도 고양시 덕양구 성사동 873,031-8075-5262
41281-00086,자전거,체육공원,경기도 고양시 덕양구 성사동 산32-7번지 일원,031-8075-4320
41281-00087,성라,근린공원,"경기도 고양시 덕양구 성사동, 화정동 일원",031-8075-4320
41281-00088,삼송근린5(송강이야기),근린공원,경기도 고양시 덕양구 신원동 127-1일원,031-8075-4320
41281-00089,삼송근린6(조관),근린공원,경기도 고양시 덕양구 신원동 158-4일원,031-8075-4320
41281-00090,삼송어린이1(한우물),어린이공원,경기도 고양시 덕양구 신원동 646,031-8075-5262
41281-00091,삼송근린7(신원),근린공원,경기도 고양시 덕양구 신원동 93-7일원,031-8075-4320
41281-00092,삼송근린8(한우물숲길),근린공원,경기도 고양시 덕양구 신원동 산52-2일원,031-8075-4320
41281-00093,원당4,소공원,경기도 고양시 주교동 598-1일원,031-8075-5262
41281-00095,삼송근린9(오금),근린공원,경기도 고양시 덕양구 오금동 154일원,031-8075-4320
41281-00096,삼송근린11(오금상촌),근린공원,경기도 고양시 덕양구 오금동 34-7일원,031-8075-4320
41281-00097,삼송근린12(당고개),근린공원,경기도 고양시 덕양구 오금동 산107-1 일원,031-8075-4320
41281-00098,삼송근린10(소청),근린공원,경기도 고양시 덕양구 오금동 산79-1일원,031-8075-4320
41281-00100,서오롱3,어린이공원,경기도 고양시 덕양구 용두동 2-13 일원,031-8075-5262
41281-00104,서오릉1,소공원,경기도 고양시 덕양구 용두동 432-27 일원,031-8075-5262
41281-00105,서오릉2,어린이공원,경기도 고양시 덕양구 용두동 432-396 일원,031-8075-5262
41281-00110,서삼릉,역사공원,경기도 고양시 덕양구 원당동 산37-2일원,031-966-9558
41281-00111,삼송소공원5,소공원,경기도 고양시 덕양구 원흥동 126-3 일원,031-8075-5262
41281-00112,삼송근린1(송현),근린공원,경기도 고양시 덕양구 원흥동 25-5일원,031-8075-4320
41281-00113,원흥지구 소공원,소공원,경기도 고양시 덕양구 원흥동 294-2일원,031-8075-5262
41281-00114,궁말,어린이공원,경기도 고양시 덕양구 원흥동 341-9 일원,031-8075-5262
41281-00115,삼송소공원3,소공원,경기도 고양시 덕양구 원흥동 472-8 일원,031-8075-5262
41281-00118,마상,근린공원,경기도 고양시 덕양구 주교동 26-59,031-8075-4320
41281-00119,배다리,어린이공원,경기도 고양시 덕양구 주교동 296,031-8075-5262
41281-00121,조각,근린공원,경기도 고양시 덕양구 주교동 600 일원(원당재정비),031-8075-4320
41281-00122,주교 1,어린이공원,경기도 고양시 덕양구 주교동 610,031-8075-5262
41281-00123,주교 3,어린이공원,경기도 고양시 덕양구 주교동 619-3,031-8075-5262
41281-00126,지축지구 소공원3,소공원,경기도 고양시 덕양구 지축동 351-4,031-8075-5262
41281-00127,지축어린이3,어린이공원,경기도 고양시 덕양구 지축동 456(지축보금자리지구),031-8075-5262
41281-00128,지축어린이2,어린이공원,경기도 고양시 덕양구 지축동 471(지축보금자리지구),031-8075-5262
41281-00129,지축근린3,근린공원,경기도 고양시 덕양구 지축동 487-16(지축지구),031-8075-4320
41281-00130,지축근린2,근린공원,경기도 고양시 덕양구 지축동 511-12(지축지구),031-8075-4320
41281-00131,지축근린1,근린공원,경기도 고양시 덕양구 지축동 654(지축지구),031-8075-4320
41281-00132,지축어린이1,어린이공원,경기도 고양시 덕양구 지축동 699-1(지축보금자리지구),031-8075-5262
41281-00136,능1 소공원,소공원,경기도 고양시 덕양구 토당동 235-90 일원,031-8075-5262
41281-00137,주택재개발(196호),어린이공원,경기도 고양시 덕양구 토당동 251-107일원,031-8075-5262
41281-00138,지도,근린공원,경기도 고양시 덕양구 토당동 3-39외2,031-8075-4320
41281-00140,행주(능곡지구),어린이공원,경기도 고양시 덕양구 토당동 653-9 일원,031-8075-5262
41281-00142,토당 1,어린이공원,경기도 고양시 덕양구 토당동 838,031-8075-5262
41281-00143,토당 3,어린이공원,경기도 고양시 덕양구 토당동 847,031-8075-5262
41281-00144,토당 5,어린이공원,경기도 고양시 덕양구 토당동 862-3,031-8075-5262
41281-00145,토당 4,어린이공원,경기도 고양시 덕양구 토당동 874-2,031-8075-5262
41281-00146,어린이3(능곡지구),어린이공원,경기도 고양시 덕양구 토당동 878-7 일원,031-8075-5262
41281-00147,토당 6,어린이공원,경기도 고양시 덕양구 토당동 885-6,031-8075-5262
41281-00148,토당 2,어린이공원,경기도 고양시 덕양구 토당동 896,031-8075-5262
41281-00149,토당제1,근린공원,경기도 고양시 덕양구 토당동 산109번지 일원,031-8075-4320
41281-00150,느티나무(능곡),어린이공원,경기도 고양시 덕양구 행신동 1001,031-8075-5262
41281-00151,밤나무공원,어린이공원,경기도 고양시 덕양구 행신동 1068-1,031-8075-5262
41281-00152,햇살공원,어린이공원,경기도 고양시 덕양구 행신동 1074-1,031-8075-5262
41281-00153,서정나루공원,어린이공원,경기도 고양시 덕양구 행신동 1088-1,031-8075-5262
41281-00154,행신나루,근린공원,"경기도 고양시 덕양구 행신동 1089,1089-1",031-8075-4320
41281-00155,서두물,근린공원,경기도 고양시 덕양구 행신동 1092-1,031-8075-4320
41281-00156,서정어린이공원,어린이공원,경기도 고양시 덕양구 행신동 1096-1,031-8075-5262
41281-00157,서두나루,근린공원,경기도 고양시 덕양구 행신동 1098-1,031-8075-4320
41281-00158,서두마루공원,어린이공원,경기도 고양시 덕양구 행신동 1101-1,031-8075-5262
41281-00159,작은봉화공원,어린이공원,경기도 고양시 덕양구 행신동 1110,031-8075-5262
41281-00160,주택재개발(195호),어린이공원,경기도 고양시 덕양구 행신동 633-98,031-8075-5262
41281-00161,행신 1(번데미),어린이공원,경기도 고양시 덕양구 행신동 694,031-8075-5262
41281-00162,번데미,근린공원,경기도 고양시 덕양구 행신동 698,031-8075-4320
41281-00163,행신 2(장고뫼),어린이공원,경기도 고양시 덕양구 행신동 701,031-8075-5262
41281-00164,차장,근린공원,경기도 고양시 덕양구 행신동 722,031-8075-4320
41281-00165,행신 3(무원),어린이공원,경기도 고양시 덕양구 행신동 734,031-8075-5262
41281-00166,행신 4(용마루),어린이공원,경기도 고양시 덕양구 행신동 755,031-8075-5262
41281-00167,행신 6(용현),어린이공원,경기도 고양시 덕양구 행신동 768,031-8075-5262
41281-00168,행신 5(행신),어린이공원,경기도 고양시 덕양구 행신동 775,031-8075-5262
41281-00169,행신 7(소만),어린이공원,경기도 고양시 덕양구 행신동 782,031-8075-5262
41281-00170,행신 8(화신),어린이공원,경기도 고양시 덕양구 행신동 786,031-8075-5262
41281-00171,행신 9(행복),어린이공원,경기도 고양시 덕양구 행신동 792,031-8075-5262
41281-00172,가라뫼,근린공원,경기도 고양시 덕양구 행신동 800,031-8075-4320
41281-00173,밤나무(능곡),어린이공원,경기도 고양시 덕양구 행신동 898,031-8075-5262
41281-00174,자작나무,어린이공원,경기도 고양시 덕양구 행신동 906,031-8075-5262
41281-00175,가라산,근린공원,경기도 고양시 덕양구 행신동 924,031-8075-4320
41281-00176,참나무(능곡),어린이공원,경기도 고양시 덕양구 행신동 935,031-8075-5262
41281-00177,단풍나무,어린이공원,경기도 고양시 덕양구 행신동 954,031-8075-5262
41281-00178,벚나무(능곡),어린이공원,경기도 고양시 덕양구 행신동 970,031-8075-5262
41281-00179,살구나무,어린이공원,경기도 고양시 덕양구 행신동 975,031-8075-5262
41281-00180,행신,근린공원,경기도 고양시 덕양구 행신동 978,031-8075-4320
41281-00181,회화나무,어린이공원,경기도 고양시 덕양구 행신동 988,031-8075-5262
41281-00182,서정,근린공원,"경기도 고양시 덕양구 행신동1071,1071-1",031-8075-4320
41281-00192,행주산성,역사공원,경기도 고양시 덕양구 행주외동 산17-6일원,031-8075-4640
41281-00193,향동어린이1,어린이공원,경기도 고양시 덕양구 향동동 135-6(향동보금자리지구),031-8075-5262
41281-00194,향동지구 소공원1,소공원,경기도 고양시 덕양구 향동동 138-1 일원,031-8075-5262
41281-00195,향동수변1,수변공원,경기도 고양시 덕양구 향동동 183 답,031-8075-4320
41281-00196,향동지구 소공원2,소공원,경기도 고양시 덕양구 향동동 218-22 일원,031-8075-5262
41281-00198,향동근린2,근린공원,경기도 고양시 덕양구 향동동 236-56 대(향동보금자리지구),031-8075-4320
41281-00199,향동근린2,근린공원,경기도 고양시 덕양구 향동동 24-1 전,031-8075-4320
41281-00200,향동수변2,수변공원,경기도 고양시 덕양구 향동동 328-4 답,031-8075-4320
41281-00201,향동어린이2,어린이공원,경기도 고양시 덕양구 향동동 333(향동보금자리지구),031-8075-5262
41281-00202,향동체육공원,체육공원,경기도 고양시 덕양구 향동동 356 일원,031-8075-4320
41281-00203,향동근린1,근린공원,경기도 고양시 덕양구 향동동 68-3 전(향동보금자리지구),031-8075-4320
41281-00210,화전7,소공원,경기도 고양시 덕양구 화전동 169-61일원,031-8075-5262
41281-00213,화전8,어린이공원,경기도 고양시 덕양구 화전동 380-10 일원,031-8075-5262
41281-00214,화전9,어린이공원,경기도 고양시 덕양구 화전동 455-39 일원,031-8075-5262
41281-00215,화전6,어린이공원,경기도 고양시 덕양구 화전동 511-18 일원,031-8075-5262
41281-00218,은행나무,어린이공원,경기도 고양시 덕양구 화정동 1128,031-8075-5262
41281-00219,백양,근린공원,경기도 고양시 덕양구 화정동 1131,031-8075-4320
41281-00220,소나무(능곡),어린이공원,경기도 고양시 덕양구 화정동 1136,031-8075-5262
41281-00221,명지,소공원,경기도 고양시 덕양구 화정동 712-10 일원,031-8075-5262
41281-00222,희망,소공원,경기도 고양시 덕양구 화정동 712-10 일원,031-8075-5262
41281-00223,화수,근린공원,경기도 고양시 덕양구 화정동 852,031-8075-4320
41281-00224,화정 11(화수어린이),어린이공원,경기도 고양시 덕양구 화정동 853,031-8075-5262
41281-00225,화정 10(달빛어린이),어린이공원,경기도 고양시 덕양구 화정동 857,031-8075-5262
41281-00226,달빛,근린공원,경기도 고양시 덕양구 화정동 859,031-8075-4320
41281-00227,꽃물,근린공원,경기도 고양시 덕양구 화정동 867,031-8075-4320
41281-00228,화정 12(진달래),어린이공원,경기도 고양시 덕양구 화정동 869,031-8075-5262
41281-00229,은빛,근린공원,경기도 고양시 덕양구 화정동 872,031-8075-4320
41281-00230,화정 13(개나리),어린이공원,경기도 고양시 덕양구 화정동 890,031-8075-5262
41281-00231,화정 14(용정),어린이공원,경기도 고양시 덕양구 화정동 921,031-8075-5262
41281-00232,화정 15(민들레),어린이공원,경기도 고양시 덕양구 화정동 937,031-8075-5262
41281-00233,별빛,근린공원,경기도 고양시 덕양구 화정동 943,031-8075-4320
41281-00234,화정 18(꽃우물어린이),어린이공원,경기도 고양시 덕양구 화정동 949,031-8075-5262
41281-00235,꽃우물,근린공원,경기도 고양시 덕양구 화정동 950,031-8075-4320
41281-00236,화정 17(별빛어린이),어린이공원,경기도 고양시 덕양구 화정동 954,031-8075-5262
41281-00237,화정 16(배꽃),어린이공원,경기도 고양시 덕양구 화정동 962,031-8075-5262
41281-00238,화정중앙,근린공원,경기도 고양시 덕양구 화정동 985,031-8075-4320
41281-00239,옥빛,근린공원,경기도 고양시 덕양구 화정동 989,031-8075-4320
41281-00240,화정,근린공원,경기도 고양시 덕양구 화정동 산88-2번지 일원,031-8075-4320
41281-00241,덕은4(덕은지구),소공원,경기도 고양시 덕양구 덕은동 347-5 일원,031-8075-5262
41281-00242,동산2,어린이공원,경기도 고양시 덕양구 동산동63-37일원,031-8075-5262
41281-00243,대덕,근린공원,경기도 고양시 덕양구 덕은동 산101-1번지 일원,031-8075-4320
41281-00244,소공원1(중부대학교),소공원,경기도 고양시 덕양구 대자동1235 일원,031-8075-5262
41281-00245,소공원2(중부대학교),소공원,경기도 고양시 덕양구 대자동640-6 일원,031-8075-5262
41281-00246,소공원3(중부대학교),소공원,경기도 고양시 덕양구 대자동 620 일원,031-8075-5262
41281-00247,소공원4(중부대학교),소공원,경기도 고양시 덕양구 대자동 619-2 일원,031-8075-5262
41281-00248,소공원5(중부대학교),소공원,경기도 고양시 덕양구 대자동611-4 일원,031-8075-5262
41281-00249,소공원6(중부대학교),소공원,경기도 고양시 덕양구 대자동1214-13 일원,031-8075-5262
41281-00250,소공원7(중부대학교),소공원,경기도 고양시 덕양구 대자동 606 일원,031-8075-5262
41281-00251,소공원8(중부대학교),소공원,경기도 고양시 덕양구 대자동 1214-13일원,031-8075-5262
41281-00252,소공원9(중부대학교),소공원,경기도 고양시 덕양구 대자동 598-2 일원,031-8075-5262
41281-00253,소공원10(중부대학교),소공원,경기도 고양시 덕양구 대자동596-1 일원,031-8075-5262
41281-00254,주교4,어린이공원,경기도 고양시 덕양구 주교동556-2,031-8075-5262
41281-00255,주교5,어린이공원,경기도 고양시 덕양구 주교동16-4,031-8075-5262
41281-00256,주교6,어린이공원,경기도 고양시 덕양구 주교동554-1,031-8075-5262
41285-00001,내유동문화공원,어린이공원,경기도 고양시 일산동구 마두동 756,031-8075-6265
41285-00002,모범,근린공원,경기도 고양시 일산동구 마두동 780,031-8075-4330
41285-00003,마두,어린이공원,경기도 고양시 일산동구 마두동 790,031-8075-6265
41285-00004,말머리,근린공원,경기도 고양시 일산동구 마두동 791,031-8075-4330
